ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
292883.718,mobile,"Meridian, Idaho",No,1653.44315,0.42914907700000005,0
292883.1126,mobile,"Meridian, Idaho",No,796.6946644,0.23631905600000003,1
292883.4753,mobile,"Meridian, Idaho",No,978.3160673,0.254030789,1
292887.1958,mobile,"Meridian, Idaho",No,796.1045181,0.292986316,1
292894.7334,gender,"Meridian, Idaho",No,915.6824728,0.39348807700000005,1
292899.9922,gender,"Meridian, Idaho",No,816.0873154,0.471960782,1
293381.0,university,University of Chicago,No,1.0,0.2,0
292899.4714,gender,"Meridian, Idaho",No,825.9491724,0.464190459,1
292901.6709,gender,"Meridian, Idaho",No,452.5335438,0.276122642,0
292895.065,mobile,"Meridian, Idaho",No,794.9671874,0.40219552399999997,1
292883.0382,mobile,"Meridian, Idaho",No,1952.190973,0.506639979,0
292901.0598,gender,"Meridian, Idaho",No,507.4629961,0.295209673,0
292897.3578,gender,"Meridian, Idaho",No,593.9485268999999,0.279395803,0
293019.0,university,"University of California, Berkeley",Yes,25.0,0.275,0
292900.5156,mobile,"Meridian, Idaho",No,794.1794123999999,0.47783956299999997,1
292883.4581,mobile,"Meridian, Idaho",No,977.056616,0.253704105,1
292882.2669,mobile,"Meridian, Idaho",No,889.7985687,0.231070618,1
293687.0,university,Brigham Young University,No,3.0,0.375,0
292965.0,university,Princeton University,Yes,1.0,0.5,1
292883.3039,mobile,"Meridian, Idaho",No,965.7585502000001,0.250773549,1
293639.779,university,"Westport, CT",Yes,2.97544169,0.424744301,1
292900.342,gender,"Meridian, Idaho",No,760.3190842,0.44949664200000006,0
292881.8449,mobile,"Meridian, Idaho",No,1292.119664,0.335426944,0
292882.7654,mobile,"Meridian, Idaho",No,1831.506159,0.47533606799999994,0
292887.221,web,"Meridian, Idaho",No,0.0,0.0,0
292891.7177,gender,"Meridian, Idaho",No,972.7951461000001,0.34848803799999994,1
292882.7653,mobile,"Meridian, Idaho",No,926.3071908,0.240540432,1
292890.0995,gender,"Meridian, Idaho",No,1003.442686,0.32434032399999996,1
292881.6074,mobile,"Meridian, Idaho",No,841.4919386,0.21854057100000002,1
292886.9063,mobile,"Meridian, Idaho",No,1055.165539,0.30704462899999996,1
292956.3163,university,"University of California, Davis",Yes,5.170936158,0.117782435,1
292898.4213,gender,"Meridian, Idaho",No,495.853696,0.268297204,0
293567.0,university,Cal State Northridge,No,2.0,0.667,0
292902.8528,gender,"Meridian, Idaho",No,517.422589,0.313626466,0
293681.0,university,Colby College,No,11.0,0.7859999999999999,0
293485.0,university,St. Lawrence University,I don't use Tinder,0.0,0.0,0
292898.7126,gender,"Meridian, Idaho",No,669.4788687000001,0.35661965100000004,0
292896.1237,gender,"Meridian, Idaho",No,551.6549756000001,0.24892283199999998,0
292887.2066,web,"Meridian, Idaho",No,0.0,0.0,0
292890.294,web,"Meridian, Idaho",No,0.0,0.0,0
292899.9527,gender,"Meridian, Idaho",No,816.8336567000001,0.47137272700000005,1
292893.0612,mobile,"Meridian, Idaho",No,942.6985122000001,0.38467545299999995,1
292888.382,web,"Meridian, Idaho",No,0.0,0.0,0
292884.228,mobile,"Meridian, Idaho",No,796.533462,0.251798093,1
292899.5309,gender,"Meridian, Idaho",No,549.5344852000001,0.282621876,0
293415.0,university,Arizona State University,Yes,0.0,0.0,0
292888.2114,web,"Meridian, Idaho",No,0.0,0.0,0
293696.4004,university,"Westport, CT",Yes,0.864281443,0.10803518,1
293602.2784,university,"University of Wisconsin, Eau Claire",Yes,0.964489768,0.964489768,1
292882.4268,mobile,"Meridian, Idaho",No,901.5151189,0.234109724,1
292898.0735,gender,"Meridian, Idaho",No,633.8456819,0.32018751300000003,0
292900.3572,gender,"Meridian, Idaho",No,837.1766574,0.491392648,0
293691.0,university,Arkansas State University,Yes,0.0,0.0,0
292894.7744,gender,"Meridian, Idaho",No,479.8073841,0.231098936,0
293169.0,university,Carnegie Mellon University,Yes,1.0,0.25,0
292890.4428,web,"Meridian, Idaho",No,0.0,0.0,0
292894.9484,gender,"Meridian, Idaho",No,521.683657,0.235406355,0
292889.9984,web,"Meridian, Idaho",No,0.0,0.0,0
293347.7116,university,University of Pittsburgh,I don't use Tinder,1.0,0.374480941,1
292882.5232,mobile,"Meridian, Idaho",No,1689.579635,0.43852236299999997,0
292895.7264,gender,"Meridian, Idaho",No,1126.602545,0.523036545,0
292894.9346,mobile,"Meridian, Idaho",No,794.9860345,0.40038577700000005,1
292896.5021,gender,"Meridian, Idaho",No,487.40911950000003,0.248721141,0
292901.3208,gender,"Meridian, Idaho",No,435.8176472,0.26588306100000003,0
292902.0921,gender,"Meridian, Idaho",No,472.64968039999997,0.288445092,0
292900.2732,mobile,"Meridian, Idaho",No,810.912359,0.47564138200000006,1
292887.9468,mobile,"Meridian, Idaho",No,1036.152655,0.32016834899999996,1
292897.9971,gender,"Meridian, Idaho",No,564.3614576,0.268306179,0
293087.9285,university,Wesleyan University,I don't use Tinder,0.029763317,0.029763317,1
292901.9108,gender,"Meridian, Idaho",No,463.99000149999995,0.283140472,0
292894.5708,mobile,"Meridian, Idaho",No,795.0386089,0.39533746399999997,1
292898.9158,gender,"Meridian, Idaho",No,555.4804397999999,0.276880955,0
292883.8967,mobile,"Meridian, Idaho",No,1009.181118,0.26203674,1
292889.2218,gender,"Meridian, Idaho",No,1058.1035980000001,0.330241733,0
292889.656,web,"Meridian, Idaho",No,0.0,0.0,0
293631.0,university,Case Western Reserve University,Yes,7.0,0.226,0
292888.8455,web,"Meridian, Idaho",No,0.0,0.0,0
293693.0,university,Arkansas State University,No,1.0,1.0,1
292890.7789,web,"Meridian, Idaho",No,0.0,0.0,0
292889.0644,web,"Meridian, Idaho",No,0.0,0.0,0
292882.0917,mobile,"Meridian, Idaho",No,1436.721671,0.372934631,0
292900.3731,gender,"Meridian, Idaho",No,541.3932265999999,0.290482402,0
292890.4687,web,"Meridian, Idaho",No,0.0,0.0,0
293457.0,university,Marquette University,Yes,1.0,0.5,0
292889.0337,web,"Meridian, Idaho",No,0.0,0.0,0
292889.675,web,"Meridian, Idaho",No,0.0,0.0,0
292897.9844,gender,"Meridian, Idaho",No,628.8825152000001,0.315113065,0
292889.1703,web,"Meridian, Idaho",No,0.0,0.0,0
292890.6745,web,"Meridian, Idaho",No,0.0,0.0,0
292890.0157,web,"Meridian, Idaho",No,0.0,0.0,0
292889.7087,web,"Meridian, Idaho",No,0.0,0.0,0
292888.1357,web,"Meridian, Idaho",No,0.0,0.0,0
292887.6689,web,"Meridian, Idaho",No,0.0,0.0,0
292883.0659,mobile,"Meridian, Idaho",No,948.3291887,0.246252622,1
292896.1708,gender,"Meridian, Idaho",No,552.85581,0.249464385,0
293676.6426,university,"Westport, CT",Yes,0.8258880479999999,0.10323600599999999,1
292897.3546,gender,"Meridian, Idaho",No,1024.8385369999999,0.511910347,0
292951.0,university,Johns Hopkins University,I don't use Tinder,29.0,0.21,0
292889.8662,web,"Meridian, Idaho",No,0.0,0.0,0
292895.4542,gender,"Meridian, Idaho",No,534.5823646000001,0.241223419,0
293269.0,university,Texas Christian University,I don't use Tinder,10.0,0.385,0
292887.8206,web,"Meridian, Idaho",No,0.0,0.0,0
292894.3235,gender,"Meridian, Idaho",No,1158.666093,0.504848344,0
292892.6036,mobile,"Meridian, Idaho",No,795.3229288,0.36803638299999997,1
292889.415,gender,"Meridian, Idaho",No,1061.912139,0.3368545,0
292890.6573,web,"Meridian, Idaho",No,0.0,0.0,0
293741.0,university,Old Dominion University,No,0.0,0.0,1
292901.3635,gender,"Meridian, Idaho",No,531.8195053999999,0.299725995,0
292881.8873,mobile,"Meridian, Idaho",No,861.9957224999999,0.223858959,1
293131.5615,university,University of Mississippi,Yes,8.14722024,0.15103692900000001,1
292897.5634,gender,"Meridian, Idaho",No,568.5541208,0.26425809,0
292902.869,gender,"Meridian, Idaho",No,517.2660139,0.31377764199999997,0
292896.0332,gender,"Meridian, Idaho",No,1107.42661,0.520939976,0
292896.0765,gender,"Meridian, Idaho",No,1104.7212240000001,0.520644187,0
292899.8012,gender,"Meridian, Idaho",No,501.9250837,0.282371785,0
292903.0,gender,Female respondents,I don't use Tinder,516.0,0.315,0
292888.2179,web,"Meridian, Idaho",No,0.0,0.0,0
292902.0611,gender,"Meridian, Idaho",No,471.16668150000004,0.287536658,0
292894.3373,gender,"Meridian, Idaho",No,506.10087139999996,0.22837882399999998,0
292887.0077,web,"Meridian, Idaho",No,0.0,0.0,0
292890.0483,web,"Meridian, Idaho",No,0.0,0.0,0
292898.4372,mobile,"Meridian, Idaho",No,794.4798013999999,0.44899548899999997,1
292898.9846,gender,"Meridian, Idaho",No,554.8157438999999,0.27752273,0
292893.1586,gender,"Meridian, Idaho",No,476.04434649999996,0.21482392100000003,0
293648.32300000003,university,"Westport, CT",Yes,3.7743266689999997,0.538785132,1
292881.1171,mobile,"Meridian, Idaho",No,805.5756872999999,0.20922441,1
292894.2513,gender,"Meridian, Idaho",No,1157.242403,0.5023763920000001,0
292883.1167,mobile,"Meridian, Idaho",No,1917.70476,0.49769475,0
292881.5608,mobile,"Meridian, Idaho",No,1125.605175,0.292235472,0
293385.0,university,University of Buffalo,Yes,0.0,0.0,1
292891.1736,gender,"Meridian, Idaho",No,1096.5750039999998,0.397039617,0
292894.4148,gender,"Meridian, Idaho",No,1160.465535,0.507972714,0
293495.0,university,University of Wisconsin-La Crosse,No,2.0,0.667,0
292888.4412,web,"Meridian, Idaho",No,0.0,0.0,0
293387.3524,university,Vassar College,No,1.0,0.5,1
293029.0,university,"University of California, Davis",I don't use Tinder,6.0,0.353,0
292901.1451,gender,"Meridian, Idaho",No,427.42843799999997,0.26074412199999997,0
292897.1974,gender,"Meridian, Idaho",No,572.0917226,0.260842475,0
292895.8467,gender,"Meridian, Idaho",No,894.5972466,0.410101483,1
293479.7046,university,Union College,Yes,0.892049658,0.892049658,1
292895.414,mobile,"Meridian, Idaho",No,794.9167396,0.407039645,1
292889.7541,mobile,"Meridian, Idaho",No,795.7347679999999,0.328490599,1
293299.2882,university,Williams College,I don't use Tinder,0.35698631299999994,0.029748859,1
292892.9453,gender,"Meridian, Idaho",No,949.5453478000001,0.36680694700000005,1
293453.0,university,Loyola University Maryland,No,3.0,1.0,1
292897.2761,gender,"Meridian, Idaho",No,571.3312125,0.26157676,0
292888.3039,gender,"Meridian, Idaho",No,1037.449299,0.29754594,1
292888.0538,web,"Meridian, Idaho",No,0.0,0.0,0
292900.5535,gender,"Meridian, Idaho",No,505.2353378,0.29004555600000004,0
292887.7874,mobile,"Meridian, Idaho",No,796.0190235,0.301195712,1
292882.3992,mobile,"Meridian, Idaho",No,1616.926883,0.41967728,0
292893.1826,gender,"Meridian, Idaho",No,476.6572835,0.215100344,0
292897.0354,gender,"Meridian, Idaho",No,575.9754118,0.26101970399999996,0
293521.0,university,Illinois State,I don't use Tinder,1.0,0.5,0
292883.7244,mobile,"Meridian, Idaho",No,1650.635817,0.428420895,0
292900.4383,gender,"Meridian, Idaho",No,540.7627177999999,0.291091169,0
293599.0,university,University of Connecticut,I don't use Tinder,5.0,0.625,0
292897.1973,gender,"Meridian, Idaho",No,572.0930256,0.260841217,0
293411.0,university,Rochester Institute of Technology,No,2.0,1.0,0
293555.0,university,University of Central Florida,No,0.0,0.0,0
292888.5105,web,"Meridian, Idaho",No,0.0,0.0,0
292900.0478,gender,"Meridian, Idaho",No,743.9162942,0.43272607700000004,0
293723.0,university,University of Kentucky,No,1.0,1.0,0
292899.2912,gender,"Meridian, Idaho",No,903.7970622000001,0.498676479,0
292881.6095,mobile,"Meridian, Idaho",No,1154.1435529999999,0.299637918,0
292888.3623,gender,"Meridian, Idaho",No,1036.343068,0.298417558,1
292887.67100000003,web,"Meridian, Idaho",No,0.0,0.0,0
292882.7751,mobile,"Meridian, Idaho",No,1837.235184,0.47682209600000003,0
292890.6803,web,"Meridian, Idaho",No,0.0,0.0,0
292886.0712,mobile,"Meridian, Idaho",No,1070.425138,0.296511628,1
292889.1023,web,"Meridian, Idaho",No,0.0,0.0,0
292894.0645,mobile,"Meridian, Idaho",No,924.3635859999999,0.39733121,1
292884.9747,mobile,"Meridian, Idaho",No,1101.120443,0.285884483,0
292890.4054,gender,"Meridian, Idaho",No,1081.433839,0.370750019,0
292899.8952,mobile,"Meridian, Idaho",No,817.8190804,0.47087399,1
292887.38899999997,web,"Meridian, Idaho",No,0.0,0.0,0
292897.8411,mobile,"Meridian, Idaho",No,794.5659566,0.440722668,1
292893.0154,gender,"Meridian, Idaho",No,471.6231108,0.212961542,0
292882.5332,mobile,"Meridian, Idaho",No,1695.431461,0.440040242,0
292885.6977,mobile,"Meridian, Idaho",No,796.3210352000001,0.272195827,1
292883.8856,mobile,"Meridian, Idaho",No,1008.3721539999999,0.261826907,1
293126.7041,university,University of Washington,No,4.730442177,0.496866497,1
292888.5566,web,"Meridian, Idaho",No,0.0,0.0,0
292894.3116,mobile,"Meridian, Idaho",No,795.0760717,0.391740191,1
292890.787,mobile,"Meridian, Idaho",No,984.2543813999999,0.355991344,1
292890.9747,web,"Meridian, Idaho",No,0.0,0.0,0
293685.0,university,Brigham Young University,Yes,1.0,0.125,1
292902.5773,gender,"Meridian, Idaho",No,520.0859368,0.311054958,0
293753.0,university,Roger Williams University,No,1.0,1.0,1
292898.3367,mobile,"Meridian, Idaho",No,794.4943281000001,0.447600602,1
292881.9009,mobile,"Meridian, Idaho",No,796.8697908,0.219503002,1
293167.3936,university,University of Mississippi,Yes,11.60039705,0.22793703899999998,1
292888.6563,web,"Meridian, Idaho",No,0.0,0.0,0
292893.1668,gender,"Meridian, Idaho",No,476.2526493,0.21491786100000002,0
292884.5195,mobile,"Meridian, Idaho",No,1054.8047869999998,0.273870866,1
292888.92,web,"Meridian, Idaho",No,0.0,0.0,0
292887.568,web,"Meridian, Idaho",No,0.0,0.0,0
292884.0041,mobile,"Meridian, Idaho",No,1017.049343,0.264077645,1
293095.0,university,University of Texas,I don't use Tinder,26.0,0.35600000000000004,0
293697.0,university,"Westport, CT",Yes,0.0,0.0,1
292890.9323,web,"Meridian, Idaho",No,0.0,0.0,0
292882.7654,mobile,"Meridian, Idaho",No,1831.5003969999998,0.475334574,0
292957.0,university,Northwestern University,I don't use Tinder,24.0,0.2,1
293243.6036,university,University of Illinois,Yes,4.433939481,0.17070667,1
292899.398,gender,"Meridian, Idaho",No,550.8192924,0.281381373,0
293647.0,university,"Meridian, Idaho",I don't use Tinder,0.0,0.0,0
292881.0041,mobile,"Meridian, Idaho",No,799.3882414,0.20761947600000003,0
292888.3941,web,"Meridian, Idaho",No,0.0,0.0,0
292888.0946,web,"Meridian, Idaho",No,0.0,0.0,0
292887.4668,web,"Meridian, Idaho",No,0.0,0.0,0
292891.3603,mobile,"Meridian, Idaho",No,973.7777513,0.363222881,1
293013.0,university,University of Alabama,Yes,2.0,0.133,1
292882.908,mobile,"Meridian, Idaho",No,1915.079432,0.49701377700000005,0
292881.1283,mobile,"Meridian, Idaho",No,872.204802,0.22650704800000002,0
292901.6464,gender,"Meridian, Idaho",No,451.3669921,0.275408053,0
292900.2332,gender,"Meridian, Idaho",No,542.7456268,0.28917663600000004,0
292887.3572,web,"Meridian, Idaho",No,0.0,0.0,0
292889.697,web,"Meridian, Idaho",No,0.0,0.0,0
292881.2362,mobile,"Meridian, Idaho",No,935.4172983999999,0.24290346300000001,0
292896.9819,mobile,"Meridian, Idaho",No,871.0545242000001,0.43412800700000004,1
292887.7565,web,"Meridian, Idaho",No,0.0,0.0,0
292895.3703,mobile,"Meridian, Idaho",No,794.9230596,0.40643278200000005,1
292888.4482,gender,"Meridian, Idaho",No,1042.8539529999998,0.303763782,0
292899.9427,gender,"Meridian, Idaho",No,738.053795,0.426732131,0
292898.7816,gender,"Meridian, Idaho",No,497.43884119999996,0.271971859,0
292881.4416,mobile,"Meridian, Idaho",No,1055.801704,0.274129452,0
292915.0,university,Cornell University,I don't use Tinder,51.0,0.264,0
292887.9305,web,"Meridian, Idaho",No,0.0,0.0,0
292929.0,university,Georgetown University,Yes,2.0,0.5,1
292888.8294,web,"Meridian, Idaho",No,0.0,0.0,0
292897.0904,gender,"Meridian, Idaho",No,573.1261319,0.259843735,0
292887.5715,web,"Meridian, Idaho",No,0.0,0.0,0
293083.0,university,Vanderbilt University,I don't use Tinder,12.0,0.122,0
292900.6681,gender,"Meridian, Idaho",No,778.4973003,0.46808244200000004,0
292911.0,university,Cornell University,Yes,47.0,0.244,0
292886.5677,mobile,"Meridian, Idaho",No,1061.353902,0.302773086,1
292919.48600000003,university,University of Pennsylvania,I don't use Tinder,21.24699503,0.307118155,1
292894.5759,gender,"Meridian, Idaho",No,1163.640235,0.513484944,0
293401.0,university,Colorado State University,I don't use Tinder,0.0,0.0,0
292899.6455,mobile,"Meridian, Idaho",No,794.3051629,0.465764695,1
292894.5102,gender,"Meridian, Idaho",No,1162.3447529999999,0.511235599,0
292887.2833,web,"Meridian, Idaho",No,0.0,0.0,0
292890.2514,web,"Meridian, Idaho",No,0.0,0.0,0
292887.8034,web,"Meridian, Idaho",No,0.0,0.0,0
292896.814,gender,"Meridian, Idaho",No,488.78147479999996,0.25190251,0
292882.5992,mobile,"Meridian, Idaho",No,914.1418957999998,0.237384929,1
292897.3442,mobile,"Meridian, Idaho",No,864.4335638,0.438698152,1
292886.0331,mobile,"Meridian, Idaho",No,796.2725612,0.27685041,1
293305.0,university,Quinnipiac University,I don't use Tinder,0.0,0.0,1
292899.0579,gender,"Meridian, Idaho",No,554.1071469,0.278206893,0
292890.5695,web,"Meridian, Idaho",No,0.0,0.0,0
292891.3521,gender,"Meridian, Idaho",No,979.7201225,0.34303173200000003,1
293037.0,university,"University of California, Santa Barbara",Yes,24.0,0.32,0
292882.7046,mobile,"Meridian, Idaho",No,1795.912502,0.46610358399999996,0
292889.9512,web,"Meridian, Idaho",No,0.0,0.0,0
292890.5462,web,"Meridian, Idaho",No,0.0,0.0,0
292881.8251,mobile,"Meridian, Idaho",No,796.8807491,0.218450755,1
292890.9513,web,"Meridian, Idaho",No,0.0,0.0,0
292889.7211,web,"Meridian, Idaho",No,0.0,0.0,0
292891.5401,gender,"Meridian, Idaho",No,976.159949,0.34583685299999994,1
292889.1352,web,"Meridian, Idaho",No,0.0,0.0,0
292890.2217,web,"Meridian, Idaho",No,0.0,0.0,0
292882.8747,mobile,"Meridian, Idaho",No,1895.590604,0.491958655,0
293665.0,university,Morehead State University,I don't use Tinder,1.0,1.0,1
293143.0,university,Baylor University,I don't use Tinder,3.0,0.429,0
293730.0671,university,University of Kentucky,I don't use Tinder,0.0,0.0,1
292888.839,web,"Meridian, Idaho",No,0.0,0.0,0
292893.425,gender,"Meridian, Idaho",No,482.83800080000003,0.217887726,0
292897.2485,gender,"Meridian, Idaho",No,1031.4677359999998,0.512635139,0
292882.2344,mobile,"Meridian, Idaho",No,1520.3489550000002,0.39462635,0
292889.3442,mobile,"Meridian, Idaho",No,1010.618092,0.33779368600000004,1
292888.0861,mobile,"Meridian, Idaho",No,1033.6076890000002,0.321925022,1
292898.8066,gender,"Meridian, Idaho",No,674.7154217,0.361973615,0
292887.9976,web,"Meridian, Idaho",No,0.0,0.0,0
292897.4795,gender,"Meridian, Idaho",No,863.6744722999999,0.434466058,1
293760.53,university,University of Central Oklahoma,No,2.1699951,0.43399902,1
292885.5914,mobile,"Meridian, Idaho",No,796.3364007,0.270720391,1
292884.5399,mobile,"Meridian, Idaho",No,1292.198843,0.335447482,0
292887.5627,web,"Meridian, Idaho",No,0.0,0.0,0
292882.9399,mobile,"Meridian, Idaho",No,939.094934,0.24385738899999998,1
292888.7192,web,"Meridian, Idaho",No,0.0,0.0,0
293296.7086,university,Texas Christian University,Yes,4.036422916999999,0.545154029,1
293175.0,university,Clemson University,Yes,2.0,0.5,0
293237.0,university,Loyola Marymount University,No,1.0,1.0,1
292895.2391,gender,"Meridian, Idaho",No,529.0969716,0.238749615,0
293177.0,university,Clemson University,No,0.0,0.0,0
292883.788,mobile,"Meridian, Idaho",No,1001.220192,0.25997179,1
292890.8299,web,"Meridian, Idaho",No,0.0,0.0,0
292894.359,gender,"Meridian, Idaho",No,506.65515070000004,0.228628793,0
292883.5425,mobile,"Meridian, Idaho",No,1730.569425,0.449154526,0
292887.8841,web,"Meridian, Idaho",No,0.0,0.0,0
292890.4539,web,"Meridian, Idaho",No,0.0,0.0,0
293581.0,university,Pepperdine University,I don't use Tinder,0.0,0.0,1
292890.9599,web,"Meridian, Idaho",No,0.0,0.0,0
292887.8508,web,"Meridian, Idaho",No,0.0,0.0,0
293296.8287,university,Vassar College,No,13.49286079,0.5,1
292894.6768,gender,"Meridian, Idaho",No,430.91754510000004,0.208807913,0
293657.0,university,University of Kansas,No,5.0,0.5,1
293488.3553,university,University of Central Florida,Yes,0.0,0.0,1
293745.0,university,University of Tampa,Yes,0.0,0.0,0
292889.3495,web,"Meridian, Idaho",No,0.0,0.0,0
292888.5244,web,"Meridian, Idaho",No,0.0,0.0,0
292947.2554,university,"University of California, Berkeley",No,65.24140494,0.567864825,1
292897.1795,gender,"Meridian, Idaho",No,572.2643542999999,0.260675796,0
292888.9591,web,"Meridian, Idaho",No,0.0,0.0,0
292888.1246,mobile,"Meridian, Idaho",No,795.9702783,0.305876341,1
293339.0149,university,Vassar College,No,11.2406592,0.37468864,1
292887.6095,web,"Meridian, Idaho",No,0.0,0.0,0
292887.184,web,"Meridian, Idaho",No,0.0,0.0,0
292882.4891,mobile,"Meridian, Idaho",No,906.0737163999999,0.23529215899999997,1
293295.0,university,University of Richmond,Yes,2.0,0.111,0
292901.9535,gender,"Meridian, Idaho",No,511.39518499999997,0.304325202,0
292890.2608,web,"Meridian, Idaho",No,0.0,0.0,0
292881.7882,mobile,"Meridian, Idaho",No,854.7369041000001,0.221976125,1
292899.2462,gender,"Meridian, Idaho",No,552.2869238,0.279964349,0
293724.7765,university,"Westport, CT",Yes,0.0,0.0,1
292898.5434,gender,"Meridian, Idaho",No,559.0804578,0.273405075,0
292893.1538,gender,"Meridian, Idaho",No,1135.60891,0.464814169,0
292890.0828,web,"Meridian, Idaho",No,0.0,0.0,0
292899.3681,gender,"Meridian, Idaho",No,342.5772689,0.208767228,0
292887.2808,web,"Meridian, Idaho",No,0.0,0.0,0
292898.4246,gender,"Meridian, Idaho",No,495.86810810000003,0.26833061399999997,0
292897.7975,gender,"Meridian, Idaho",No,493.10917029999996,0.261934895,0
292888.2759,mobile,"Meridian, Idaho",No,795.9484127999999,0.307975915,1
292890.2679,web,"Meridian, Idaho",No,0.0,0.0,0
292897.2208,mobile,"Meridian, Idaho",No,866.6900572999999,0.43714059899999996,1
293110.8445,university,Vanderbilt University,No,14.91722272,0.42911454200000004,1
292892.9294,gender,"Meridian, Idaho",No,949.8470629000001,0.36656922,1
292901.2773,gender,"Meridian, Idaho",No,532.6529172,0.298921321,0
292894.4238,gender,"Meridian, Idaho",No,1160.641906,0.508278947,0
293229.0,university,Dartmouth College,Yes,5.0,0.5,1
292889.6217,web,"Meridian, Idaho",No,0.0,0.0,0
292886.6059,mobile,"Meridian, Idaho",No,796.1897845,0.284798827,1
292892.7565,gender,"Meridian, Idaho",No,1127.7768,0.45121527899999997,0
292882.9663,mobile,"Meridian, Idaho",No,1949.226399,0.505871011,0
293459.5204,university,Union College,Yes,1.0,0.469573344,1
292881.0022,mobile,"Meridian, Idaho",No,797.1599677,0.20704149300000002,1
292889.8551,web,"Meridian, Idaho",No,0.0,0.0,0
293569.0,university,Cal State Northridge,I don't use Tinder,1.0,0.33299999999999996,0
292883.6554,mobile,"Meridian, Idaho",No,1680.9337670000002,0.43627974799999997,0
292881.6117,mobile,"Meridian, Idaho",No,1155.4469980000001,0.299976013,0
292889.6949,mobile,"Meridian, Idaho",No,1004.2091929999999,0.342217454,1
292899.0985,gender,"Meridian, Idaho",No,329.70241180000005,0.200880535,0
292889.6852,web,"Meridian, Idaho",No,0.0,0.0,0
293659.4791,university,University of Delaware,No,3.967026965,0.396702696,1
292896.5447,gender,"Meridian, Idaho",No,562.3907027,0.253764435,0
292901.4758,gender,"Meridian, Idaho",No,530.7334634,0.300774587,0
293145.0,university,Texas A&M University,Yes,13.0,0.24100000000000002,1
292888.5283,web,"Meridian, Idaho",No,0.0,0.0,0
292882.3118,mobile,"Meridian, Idaho",No,893.0899924,0.231924367,1
292889.5791,web,"Meridian, Idaho",No,0.0,0.0,0
292896.092,mobile,"Meridian, Idaho",No,887.3151017999999,0.42290407700000004,1
292898.1063,gender,"Meridian, Idaho",No,494.46767189999997,0.265084149,0
292889.8155,web,"Meridian, Idaho",No,0.0,0.0,0
292900.5822,gender,"Meridian, Idaho",No,400.54887149999996,0.244278628,0
292888.24100000004,web,"Meridian, Idaho",No,0.0,0.0,0
292902.1248,gender,"Meridian, Idaho",No,524.4604688999999,0.306831271,0
292897.88399999996,mobile,"Meridian, Idaho",No,854.5699446000001,0.445506556,1
292889.1782,web,"Meridian, Idaho",No,0.0,0.0,0
292895.1072,gender,"Meridian, Idaho",No,525.7346151,0.237233258,0
292896.644,gender,"Meridian, Idaho",No,564.9213867000001,0.25490572300000003,0
292888.1094,web,"Meridian, Idaho",No,0.0,0.0,0
292898.1563,gender,"Meridian, Idaho",No,562.8223573,0.269792207,0
292901.0405,gender,"Meridian, Idaho",No,422.43444800000003,0.257684976,0
292888.7548,web,"Meridian, Idaho",No,0.0,0.0,0
292887.4633,web,"Meridian, Idaho",No,0.0,0.0,0
292890.7005,gender,"Meridian, Idaho",No,992.0603662000001,0.33330864600000004,1
292900.3171,gender,"Meridian, Idaho",No,541.9343427,0.289959945,0
293389.0,university,University of Buffalo,I don't use Tinder,1.0,1.0,1
292885.9454,mobile,"Meridian, Idaho",No,796.2852448,0.2756325,1
292887.3507,web,"Meridian, Idaho",No,0.0,0.0,0
292881.9418,mobile,"Meridian, Idaho",No,865.9833414999999,0.22489329,1
293043.8659,university,University of Southern California,No,7.0,0.586896602,1
292892.1462,gender,"Meridian, Idaho",No,964.6808718000001,0.354881412,1
293423.0,university,University of Rochester,No,2.0,0.667,0
292890.4908,web,"Meridian, Idaho",No,0.0,0.0,0
292887.2375,web,"Meridian, Idaho",No,0.0,0.0,0
292901.5337,gender,"Meridian, Idaho",No,445.98223089999993,0.272109534,0
292890.5548,mobile,"Meridian, Idaho",No,795.6190448,0.339602615,1
292882.6361,mobile,"Meridian, Idaho",No,916.8416396,0.238085203,1
292886.2387,mobile,"Meridian, Idaho",No,1067.3661359999999,0.298623117,1
292889.3047,web,"Meridian, Idaho",No,0.0,0.0,0
292890.2126,web,"Meridian, Idaho",No,0.0,0.0,0
293395.0,university,University of Minnesota,I don't use Tinder,1.0,0.25,0
292882.3911,mobile,"Meridian, Idaho",No,1612.163027,0.41844160399999997,0
292881.6372,mobile,"Meridian, Idaho",No,1170.407978,0.303856677,0
293321.8839,university,University of Georgia,I don't use Tinder,0.7034947840000001,0.064018025,1
292888.6402,mobile,"Meridian, Idaho",No,795.8957607000001,0.313031696,1
293677.0,university,Syracuse University,I don't use Tinder,1.0,0.111,1
292896.3077,mobile,"Meridian, Idaho",No,883.3752288999999,0.425623591,1
292888.6724,web,"Meridian, Idaho",No,0.0,0.0,0
292899.5027,gender,"Meridian, Idaho",No,713.5259271000001,0.40165431100000004,0
292890.4374,mobile,"Meridian, Idaho",No,795.6360070000001,0.33797387100000004,1
293713.1674,university,University of Tampa,I don't use Tinder,0.0,0.0,1
292883.0666,mobile,"Meridian, Idaho",No,1939.725233,0.503406545,0
292887.2528,web,"Meridian, Idaho",No,0.0,0.0,0
292881.5449,mobile,"Meridian, Idaho",No,1116.314926,0.289825715,0
293700.4407,university,"Westport, CT",Yes,0.0,0.0,1
